id,tag
235760,Action
235760,RPG
235760,Superhero
235780,Action
235780,Adventure
235780,Mod
235780,FPS
235780,Free to Play
235780,Shooter
235780,Sci-fi
235800,Music
235800,Indie
235800,Rhythm
235800,Music-Based Procedural Generation
235800,Moddable
235800,Casual
235800,Singleplayer
235800,Local Multiplayer
235800,Arcade
235800,Racing
235800,Puzzle
235800,Local Co-Op
235800,Mouse only
235800,Great Soundtrack
235800,Multiplayer
235800,Controller
235800,Procedural Generation
235820,Indie
235820,Platformer
235820,Action
235820,Atmospheric
235820,Great Soundtrack
235820,Puzzle
235820,Difficult
235820,Casual
235820,Singleplayer
235900,Web Publishing
235900,RPGMaker
235900,Game Development
235900,RPG
235900,Anime
235920,Strategy
235940,Strategy
235960,Action
235960,Simulation
235980,Puzzle
235980,Indie
235980,Casual
235980,Robots
236010,Indie
236010,Casual
236010,Puzzle-Platformer
236010,Level Editor
236080,Action
236080,Adventure
236080,Horror
236090,Action
236090,Platformer
236090,Indie
236090,Metroidvania
236090,RPG
236090,Adventure
236090,2D
236090,Singleplayer
236090,Fantasy
236090,Beat 'em up
236090,Great Soundtrack
236090,Exploration
236090,Hack and Slash
236090,Controller
236090,Story Rich
236090,Anime
236090,Side Scroller
236090,Atmospheric
236090,Action RPG
236090,Cute
236110,Early Access
236110,Tower Defense
236110,Multiplayer
236110,Co-op
236110,Strategy
236110,Free to Play
236110,RPG
236110,Action
236110,Online Co-Op
236110,Indie
236110,Adventure
236110,Fantasy
236110,Funny
236110,Third Person
236110,Casual
236110,Singleplayer
236110,Hack and Slash
236110,Massively Multiplayer
236110,MMORPG
236110,MOBA
236130,Strategy
236130,Space
236130,4X
236130,Indie
236130,Turn-Based
236130,Sci-fi
236130,Singleplayer
236130,Grand Strategy
236130,Simulation
236130,Adventure
236130,Turn-Based Strategy
236130,Exploration
236130,Lore-Rich
236130,Moddable
236130,Replay Value
236130,Grid-Based Movement
236130,Management
236150,Space
236150,Simulation
236150,RPG
236150,Open World
236150,Sci-fi
236150,Space Sim
236150,Singleplayer
236150,Action
236150,Sandbox
236150,Adventure
236150,Moddable
236150,Survival
236150,Relaxing
236150,Difficult
236150,Strategy
236150,Indie
236150,Multiplayer
236290,Casual
236290,Puzzle
236370,Early Access
236370,Action
236370,Indie
236370,FPS
236370,Tactical
236370,Co-op
236370,Multiplayer
236370,Sci-fi
236370,Shooter
236370,Horror
236370,First-Person
236370,Atmospheric
236370,Simulation
236370,Online Co-Op
236370,Space
236370,Singleplayer
236370,Team-Based
236370,RPG
236370,Adventure
236370,Realistic
236390,Free to Play
236390,Simulation
236390,World War II
236390,Multiplayer
236390,Flight
236390,Military
236390,War
236390,Tanks
236390,Massively Multiplayer
236390,Action
236390,Historical
236390,Realistic
236390,Team-Based
236390,Shooter
236390,Arcade
236390,Co-op
236390,Strategy
236390,Open World
236390,FPS
236390,TrackIR
236430,RPG
236430,Dark Fantasy
236430,Difficult
236430,Action RPG
236430,Action
236430,Adventure
236430,Exploration
236430,Atmospheric
236430,Co-op
236430,Multiplayer
236430,Fantasy
236430,PvP
236430,Third Person
236430,Replay Value
236430,Open World
236430,Medieval
236430,Dark
236430,Online Co-Op
236430,Singleplayer
236430,Horror
236450,Arcade
236450,Retro
236450,Classic
236450,Score Attack
236450,Action
236450,Remake
236450,2D
236450,Great Soundtrack
236450,Casual
236450,Fast-Paced
236450,Singleplayer
236450,Puzzle
236450,Strategy
236450,Rogue-like
236470,Arcade
236470,Action
236470,Classic
236470,Retro
236470,Singleplayer
236470,Local Multiplayer
236490,Action
236490,Indie
236510,FPS
236510,Action
236510,Tactical
236510,Simulation
236510,Strategy
236510,Multiplayer
236510,Online Co-Op
236510,Shooter
236510,Co-op
236510,First-Person
236510,Kickstarter
236510,Realistic
236510,Singleplayer
236510,Walking Simulator
236510,Horror
236510,Stealth
236510,Adventure
236510,Difficult
236510,Funny
236510,Indie
236530,Racing
236530,Action
236570,Action
236660,Strategy
236660,Indie
236660,Casual
236690,Sports
236690,Strategy
236690,Turn-Based
236690,Games Workshop
236690,Fantasy
236690,Multiplayer
236690,Gore
236690,Board Game
236690,Football
236690,Singleplayer
236690,Turn-Based Strategy
236690,Difficult
236730,Strategy
236730,Indie
236730,Action
236730,Tower Defense
236730,Sci-fi
236730,Multiplayer
236730,Singleplayer
236730,RTS
236730,Touch-Friendly
236790,Simulation
236790,Casual
236790,Agriculture
236850,Grand Strategy
236850,Strategy
236850,Historical
236850,Simulation
236850,Real-Time with Pause
236850,Sandbox
236850,Military
236850,Multiplayer
236850,Replay Value
236850,Education
236850,Singleplayer
236850,Diplomacy
236850,Political
236850,Moddable
236850,Open World
236850,RTS
236850,Great Soundtrack
236850,Medieval
236850,Co-op
236850,4X
236870,Stealth
236870,Action
236870,Assassin
236870,Third Person
236870,Singleplayer
236870,Atmospheric
236870,Shooter
236870,Tactical
236870,Open World
236870,Sandbox
236870,Crime
236870,Strategy
236870,Story Rich
236870,Episodic
236870,Heist
236870,Third-Person Shooter
236870,Adventure
236870,Great Soundtrack
236870,Illuminati
236870,Nudity
236890,Utilities
236890,Benchmark
236930,Adventure
236930,Indie
236930,Point &amp; Click
236930,Female Protagonist
236930,Supernatural
236930,Mystery
236930,Noir
236930,Singleplayer
236970,Adventure
236970,Point &amp; Click
237010,Action
237010,Strategy
237010,Indie
237010,Tower Defense
237030,Strategy
237030,Action
237030,Indie
237030,Casual
237050,Strategy
237050,Action
237050,Indie
237070,Strategy
237070,Action
237070,Indie
237090,Strategy
237090,Action
237090,Indie
237110,Fighting
237110,Gore
237110,Action
237110,Classic
237110,Multiplayer
237110,Violent
237110,Co-op
237110,Arcade
237110,Blood
237110,Singleplayer
237110,Local Co-Op
237110,Competitive
237110,Local Multiplayer
237110,Replay Value
237110,2D Fighter
237110,2.5D
237110,Remake
237110,Beat 'em up
237110,2D
237110,Family Friendly
237151,Action
237151,Gore
237190,Action
237190,Strategy
237190,Indie
237190,Tower Defense
237190,FPS
237310,Free to Play
237310,Anime
237310,RPG
237310,Action
237310,Adventure
237310,Massively Multiplayer
237310,MMORPG
237310,Fighting
237310,Multiplayer
237310,Side Scroller
237310,Online Co-Op
237310,PvP
237310,Cute
237310,Casual
237310,Hack and Slash
237310,Fantasy
237310,Co-op
237310,2D
237310,Platformer
237310,Beat 'em up
237350,Sports
237350,Strategy
237350,Tactical
237350,Indie
237350,Turn-Based Strategy
237350,Turn-Based
237350,Multiplayer
237350,Singleplayer
237350,Great Soundtrack
237350,Rogue-like
237370,Utilities
237370,Video Production
237370,Audio Production
237370,Software Training
237430,RPG
237430,Strategy
237430,Turn-Based
237430,Indie
237430,Turn-Based Strategy
237430,Historical
237430,Exploration
237430,Tactical
237430,Isometric
237430,Story Rich
237430,Multiple Endings
237430,Survival
237430,CRPG
237430,Turn-Based Combat
237430,Kickstarter
237430,Adventure
237430,Singleplayer
237430,Hex Grid
237430,Female Protagonist
237470,Strategy
237470,Turn-Based Strategy
237470,Turn-Based
237470,Sci-fi
237470,Kickstarter
237470,Indie
237470,Hex Grid
237470,Multiplayer
237470,Singleplayer
237470,Asynchronous Multiplayer
237550,RPG
237550,Adventure
237550,Indie
237550,Turn-Based
237550,Fantasy
237550,Singleplayer
237550,Remake
237570,RPG
237570,Indie
237570,JRPG
237570,Comedy
237570,Retro
237570,Turn-Based
237590,Action
237590,Third-Person Shooter
237618,Action
237618,Adventure
237619,Action
237619,Adventure
237619,Batman
237620,Action
237620,Adventure
237621,Action
237621,Adventure
237622,Action
237622,Adventure
237623,Action
237623,Adventure
237630,Platformer
237630,Remake
237630,Adventure
237630,Retro
237630,Action
237630,Classic
237630,Great Soundtrack
237630,Casual
237630,Singleplayer
237630,Cartoon
237630,2D
237630,Family Friendly
237630,Exploration
237630,Short
237630,Difficult
237630,Pixel Graphics
237630,Horror
237680,Action
237680,Massively Multiplayer
237680,Adventure
237680,Free to Play
237700,RPG
237700,Massively Multiplayer
237700,Action
237700,Adventure
237700,Free to Play
237740,Platformer
237740,Indie
237740,Action
237740,Difficult
237740,Retro
237740,Comedy
237740,Adventure
237740,Pixel Graphics
237740,Singleplayer
237740,Great Soundtrack
237740,2D
237740,Memes
237740,Satire
237740,Funny
237740,Side Scroller
237740,Controller
237760,Indie
237760,Action
237760,Great Soundtrack
237760,Score Attack
237760,Arcade
237760,Music
237760,Fast-Paced
237760,Difficult
237780,Strategy
237780,Action
237780,Adventure
237780,Indie
237800,Adventure
237800,Action
237800,Female Protagonist
237850,Adventure
237850,Story Rich
237850,Female Protagonist
237850,Atmospheric
237850,Fantasy
237850,Cyberpunk
237850,Kickstarter
237850,Episodic
237850,Sci-fi
237850,Singleplayer
237850,Point &amp; Click
237850,Choices Matter
237850,Third Person
237850,Indie
237850,Great Soundtrack
237850,Futuristic
237850,Exploration
237850,Choose Your Own Adventure
237850,Walking Simulator
237870,Early Access
237870,Sandbox
237870,Open World
237870,Adventure
237870,RPG
237870,Crafting
237870,Exploration
237870,Survival
237870,Multiplayer
237870,Building
237870,Indie
237870,Sci-fi
237870,Action
237870,Co-op
237870,Simulation
237870,Voxel
237870,Singleplayer
237870,Third Person
237870,Action RPG
237870,Massively Multiplayer
237890,JRPG
237890,RPG
237890,Anime
237890,Strategy
237890,Turn-Based
237890,Fantasy
237890,Adventure
237890,Strategy RPG
237890,Tactical RPG
237890,Singleplayer
237890,Turn-Based Strategy
237890,Tactical
237890,Visual Novel
237890,Character Customization
237890,Romance
237890,Dating Sim
237890,Controller
237930,Great Soundtrack
237930,Indie
237930,Female Protagonist
237930,Cyberpunk
237930,Sci-fi
237930,Story Rich
237930,Action RPG
237930,RPG
237930,Singleplayer
237930,Isometric
237930,Action
237930,Atmospheric
237930,Narration
237930,Adventure
237930,Strategy
237930,Turn-Based
237930,Tactical
237930,Short
237930,Hack and Slash
237930,2D
237950,Strategy
237950,Tactical
237950,Indie
237950,Sci-fi
237950,Real-Time with Pause
237950,Turn-Based
237950,Aliens
237950,Singleplayer
237950,Mars
237950,RPG
237970,Adventure
237970,Indie
237970,Point &amp; Click
237970,Female Protagonist
237970,Singleplayer
237990,RPG
237990,Turn-Based
237990,Strategy
237990,Indie
237990,Tactical
237990,Turn-Based Strategy
237990,Story Rich
237990,Fantasy
237990,Great Soundtrack
237990,Kickstarter
237990,Tactical RPG
237990,Hand-drawn
237990,Atmospheric
237990,Choices Matter
237990,Crowdfunded
237990,2D
237990,Singleplayer
237990,Adventure
237990,Strategy RPG
237990,Touch-Friendly
238010,Cyberpunk
238010,Stealth
238010,RPG
238010,Sci-fi
238010,FPS
238010,Action
238010,Singleplayer
238010,Story Rich
238010,Great Soundtrack
238010,Transhumanism
238010,Dystopian 
238010,First-Person
238010,Adventure
238010,Inventory Management
238010,Atmospheric
238010,Shooter
238010,Replay Value
238010,Futuristic
238010,Open World
238010,Action RPG
238050,Action
238050,FPS
238050,Classic
238050,Shooter
238050,Retro
238070,Action
238070,FPS
238070,Classic
238070,Free to Play
238070,Retro
238070,Singleplayer
238070,Ninja
238070,Shooter
238070,Comedy
238070,Gore
238070,Multiplayer
238070,Difficult
238070,First-Person
238090,Sniper
238090,Action
238090,Stealth
238090,World War II
238090,Adventure
238090,Shooter
238090,Co-op
238090,Multiplayer
238090,Third-Person Shooter
238090,Third Person
238090,Tactical
238090,War
238090,Strategy
238090,Open World
238090,Singleplayer
238090,Gore
238090,Online Co-Op
238090,FPS
238090,Simulation
238090,Atmospheric
238210,RPG
238210,Cyberpunk
238210,Horror
238210,Sci-fi
238210,Classic
238210,FPS
238210,Survival Horror
238210,Action
238210,Cult Classic
238210,Space
238210,First-Person
238210,Story Rich
238210,Great Soundtrack
238210,Atmospheric
238210,Singleplayer
238210,Co-op
238210,Inventory Management
238210,Shooter
238210,Survival
238210,Adventure
238230,RPG
238230,Indie
238230,Strategy
238230,Action
238240,Sandbox
238240,Indie
238240,Adventure
238240,Action
238240,2D
238240,Sci-fi
238240,Crafting
238240,Space
238240,RPG
238240,Survival
238240,Multiplayer
238240,Platformer
238240,Open World
238240,Co-op
238240,Building
238240,Pixel Graphics
238240,Exploration
238240,Side Scroller
238240,Singleplayer
238240,Anime
238260,Pinball
238260,Simulation
238260,Free to Play
238260,Arcade
238260,Classic
238260,Singleplayer
238260,Casual
238260,Multiplayer
238270,Simulation
238270,Free to Play
238270,Pinball
238271,Simulation
238271,Free to Play
238271,Pinball
238272,Simulation
238272,Free to Play
238272,Pinball
238273,Simulation
238273,Free to Play
238280,Rogue-like
238280,Indie
238280,RPG
238280,Local Co-Op
238280,Dungeon Crawler
238280,Action
238280,Pixel Graphics
238280,Perma Death
238280,Procedural Generation
238280,4 Player Local
238280,Rogue-lite
238280,Singleplayer
238280,Local Multiplayer
238280,Fantasy
238280,Kickstarter
238280,Difficult
238280,Multiplayer
238280,Co-op
238280,Adventure
238280,Retro
238300,Action
238300,Adventure
238301,Action
238301,Adventure
238302,Action
238302,Adventure
238303,Action
238303,Adventure
238304,Action
238304,Adventure
238320,Horror
238320,Atmospheric
238320,First-Person
238320,Survival
238320,Survival Horror
238320,Adventure
238320,Gore
238320,Action
238320,Indie
238320,Singleplayer
238320,Stealth
238320,Dark
238320,Psychological Horror
238320,Nudity
238320,Parkour
238320,Difficult
238320,3D Vision
238320,Walking Simulator
238320,Sci-fi
238320,FPS
238340,Action
238370,Magic
238370,Adventure
238370,Co-op
238370,Comedy
238370,Action
238370,Multiplayer
238370,Funny
238370,Online Co-Op
238370,Atmospheric
238370,PvP
238370,Open World
238370,Team-Based
238370,RPG
238370,Memes
238370,Local Co-Op
238370,Gore
238370,Fantasy
238430,Zombies
238430,Survival
238430,Action
238430,Co-op
238430,Horror
238430,FPS
238430,Multiplayer
238430,Online Co-Op
238430,Indie
238430,First-Person
238430,Shooter
238430,Adventure
238430,Open World
238430,Survival Horror
238430,PvP
238430,Atmospheric
238430,Gore
238430,Singleplayer
238430,Competitive
238430,Local Co-Op
238450,Indie
238450,Strategy
238450,RPG
238450,Casual
238450,Rogue-like
238460,Comedy
238460,Co-op
238460,Platformer
238460,Funny
238460,Multiplayer
238460,Indie
238460,Adventure
238460,Local Co-Op
238460,Action
238460,2D
238460,Great Soundtrack
238460,Casual
238460,Puzzle
238460,Level Editor
238460,Online Co-Op
238460,Local Multiplayer
238460,Singleplayer
238460,Team-Based
238460,Difficult
238460,Sandbox
238530,Indie
238530,Action
238530,Casual
238530,Platformer
238530,Puzzle
238530,Puzzle-Platformer
238530,Great Soundtrack
238530,Difficult
238530,Pixel Graphics
238530,Local Multiplayer
238570,Action
238570,Indie
238570,Rogue-like
238630,Action
238630,Indie
238630,Beat 'em up
238630,Local Co-Op
238630,Pixel Graphics
238630,4 Player Local
238630,Side Scroller
238750,RPG
238750,Turn-Based
238750,Fantasy
238750,Singleplayer
238750,CRPG
238750,Dungeon Crawler
238750,Classic
238750,Tactical
238750,First-Person
238750,Open World
238750,Difficult
238750,Retro
238750,Grid-Based Movement
238750,Adventure
238750,Magic
238870,Strategy
238870,Action
238870,Medieval
238870,RTS
238890,Strategy
238890,Indie
238890,Simulation
238890,Turn-Based
238890,God Game
238890,Singleplayer
238890,Fantasy
238900,Strategy
238900,Indie
238900,Simulation
238910,Strategy
238910,Rogue-like
238910,RPG
238910,Turn-Based
238910,Indie
238910,Turn-Based Strategy
238910,Robots
238910,Tactical
238910,Rogue-lite
238910,Mechs
238910,Sci-fi
238910,Singleplayer
238910,Great Soundtrack
238930,Strategy
238930,Indie
238930,Board Game
238930,Casual
238930,Simulation
238930,Singleplayer
238930,Historical
238930,Turn-Based
238950,Strategy
238950,Indie
238960,Free to Play
238960,Action RPG
238960,Hack and Slash
238960,RPG
238960,Multiplayer
238960,Massively Multiplayer
238960,Indie
238960,Action
238960,Fantasy
238960,Adventure
238960,Fishing
238960,Loot
238960,Dungeon Crawler
238960,Co-op
238960,Online Co-Op
238960,MMORPG
238960,Inventory Management
238960,Character Customization
238960,PvE
238960,Dark Fantasy
238991,Simulation
239030,Indie
239030,Political
239030,Simulation
239030,Point &amp; Click
239030,Dystopian 
239030,Singleplayer
239030,Puzzle
239030,Retro
239030,Pixel Graphics
239030,Adventure
239030,Strategy
239030,Atmospheric
239030,Casual
239030,Multiple Endings
239030,Story Rich
239030,2D
239030,Replay Value
239030,Great Soundtrack
239030,Difficult
239030,Surreal
239070,Indie
239070,RPG
239070,Dungeon Crawler
239070,Co-op
239070,Action
239070,Local Co-Op
239070,Pixel Graphics
239070,Online Co-Op
239070,Adventure
239070,Retro
239070,Multiplayer
239070,Fantasy
239070,Hack and Slash
239070,2D
239070,4 Player Local
239070,Singleplayer
239070,Top-Down
239070,Rogue-like
239070,Local Multiplayer
239070,Level Editor
239090,Local Multiplayer
239090,Action
239090,Indie
239090,Local Co-Op
239090,4 Player Local
239090,Multiplayer
239090,Fighting
239090,GameMaker
239120,JRPG
239120,RPG
239120,Turn-Based
239120,Remake
239120,Classic
239120,Fantasy
239120,Retro
239120,Singleplayer
239120,Great Soundtrack
239120,Adventure
239120,Open World
239120,Turn-Based Strategy
239120,Difficult
239120,Strategy
239120,Story Rich
239120,Class-Based
239140,Zombies
239140,Survival
239140,Open World
239140,Parkour
239140,Co-op
239140,Action
239140,Multiplayer
239140,First-Person
239140,Horror
239140,Gore
239140,Survival Horror
239140,Crafting
239140,FPS
239140,Atmospheric
239140,Adventure
239140,Shooter
239140,RPG
239140,Singleplayer
239140,Stealth
239140,Sandbox
239160,Stealth
239160,Action
239160,Adventure
239160,First-Person
239160,Singleplayer
239160,Dark
239160,Steampunk
239160,Atmospheric
239160,Horror
239160,Parkour
239160,Assassin
239160,Open World
239160,RPG
239160,Heist
239160,Medieval
239160,FPS
239160,Nudity
239160,Fantasy
239160,Strategy
239160,3D Vision
239200,Horror
239200,Indie
239200,Adventure
239200,Walking Simulator
239200,First-Person
239200,Atmospheric
239200,Dark
239200,Singleplayer
239200,Linear
239200,Short
239200,Action
239200,Survival Horror
239200,Stealth
239200,Story Rich
239200,Psychological Horror
239200,Great Soundtrack
239200,Puzzle
239200,Survival
239200,Steampunk
239200,Gore
239220,Free to Play
239220,RPG
239220,Strategy
239220,Action
239220,Adventure
239220,Loot
239220,Multiplayer
239220,Hack and Slash
239220,Dungeon Crawler
239220,Funny
239220,Tower Defense
239220,Massively Multiplayer
239220,Fantasy
239220,Action RPG
239220,Building
239220,Singleplayer
239220,MOBA
239220,Comedy
239220,Co-op
239220,Sandbox
239250,Action
239250,Adventure
239250,Vampire
239250,Hack and Slash
239250,Gothic
239250,Singleplayer
239250,Third Person
239250,Fantasy
239250,Action RPG
239250,Metroidvania
239250,Dark
239250,Violent
239250,RPG
239250,Horror
239250,Story Rich
239250,Gore
239250,Atmospheric
239250,Great Soundtrack
239250,Spectacle fighter
239250,Platformer
239350,Rogue-like
239350,Platformer
239350,Indie
239350,2D
239350,Difficult
239350,Local Co-Op
239350,Replay Value
239350,Procedural Generation
239350,Action
239350,Perma Death
239350,Rogue-lite
239350,Adventure
239350,Controller
239350,Singleplayer
239350,Co-op
239350,Local Multiplayer
239350,Great Soundtrack
239350,Side Scroller
239350,Multiplayer
239350,Retro
239370,Free to Play
239370,RPG
239370,Massively Multiplayer
239380,Free to Play
239380,RPG
239380,Massively Multiplayer
239410,Board Game
239410,Strategy
239410,Turn-Based
239410,Singleplayer
239430,Puzzle
239430,Indie
239430,Action
239430,Adventure
239430,First-Person
239430,Sci-fi
239430,Singleplayer
239430,VR
239450,Action
239450,Indie
239450,Casual
239450,Platformer
239450,Multiplayer
239450,Local Multiplayer
239450,Shooter
239550,Strategy
239550,RTS
239550,Medieval
239550,Multiplayer
239550,Historical
239570,Action
239570,Adventure
239570,Indie
239570,Stealth
239570,Ninja
239660,Free to Play
239660,Action
239660,FPS
239660,Multiplayer
239660,Shooter
239660,Massively Multiplayer
239660,First-Person
239660,Singleplayer
239700,Visual Novel
239700,Indie
239700,Anime
239700,Sci-fi
239700,Story Rich
239700,Politics
239700,Interactive Fiction
239700,Great Soundtrack
239700,Singleplayer
239700,Female Protagonist
239700,Romance
239700,Multiple Endings
239700,Dating Sim
239700,2D
239720,Action
239720,Platformer
239720,3D Platformer
239720,Adventure
239800,Action
239800,Indie
239800,Platformer
239800,Fast-Paced
239800,Female Protagonist
239800,Shooter
239800,2D
239800,Difficult
239800,Pixel Graphics
239800,Local Co-Op
239800,Singleplayer
239800,Bullet Time
239800,Side Scroller
239800,Arcade
239800,Cute
239800,Short
239800,Local Multiplayer
239800,Controller
239800,Twin Stick Shooter
239800,Retro
239820,Simulation
239820,Management
239820,Indie
239820,Casual
239820,Strategy
239820,Singleplayer
239820,2D
239820,Economy
239820,Moddable
239820,Replay Value
239820,Funny
239820,Sandbox
239820,Difficult
239820,GameMaker
239820,Point &amp; Click
239820,Touch-Friendly
239820,Great Soundtrack
239820,Comedy
239820,Adventure
239820,Isometric
239840,Zombies
239840,Survival
239840,RPG
239840,Turn-Based
239840,Strategy
239840,Indie
239840,Singleplayer
239840,Post-apocalyptic
239840,Kickstarter
239840,Turn-Based Strategy
239840,Horror
239840,Turn-Based Combat
239840,Open World
239840,Sandbox
239840,Tactical
239840,Survival Horror
239840,Simulation
239840,Isometric
239840,Action
239840,Crowdfunded
240280,Simulation
240280,Flight
240300,Simulation
240300,Strategy
240320,Free to Play
240320,Action
240320,Multiplayer
240320,Massively Multiplayer
240320,PvP
240320,Fantasy
240320,RPG
240320,MOBA
240320,Third Person
240320,Co-op
240320,Gore
240320,PvE
240320,MMORPG
240320,Open World
240320,Adventure
240320,Survival
240320,Crafting
240340,Adventure
240340,Casual
240340,Quick-Time Events
240340,FMV
240360,Adventure
240360,Casual
240360,Classic
240460,Sports
240460,Fighting
240460,Action
240460,Simulation
240460,Multiplayer
240460,Singleplayer
240460,Character Customization
240460,Co-op
240460,Casual
240460,Zombies
240460,Open World
240480,RPG
240480,Pirates
240500,Simulation
240500,Flight
240600,Racing
240600,Sports
240600,Simulation
240600,Multiplayer
240611,Simulation
240611,Racing
240611,Sports
240612,Simulation
240612,Racing
240612,Sports
240620,Adventure
240620,Indie
240620,RPG
240620,Action
240620,Pixel Graphics
240620,Open World
240620,Online Co-Op
240620,Multiplayer
240620,Action RPG
240620,Difficult
240620,Crafting
240620,Arcade
240660,Action
240660,Indie
240660,Adventure
240660,Hack and Slash
240660,2D
240760,RPG
240760,Post-apocalyptic
240760,Turn-Based
240760,Strategy
240760,Tactical
240760,Adventure
240760,Kickstarter
240760,Isometric
240760,Singleplayer
240760,CRPG
240760,Indie
240760,Crowdfunded
240760,Open World
240760,Sci-fi
240760,Turn-Based Strategy
240760,Atmospheric
240760,Survival
240760,Exploration
240760,Action RPG
240760,Action
240820,Action
240820,Indie
240970,RPG
240970,Indie
240970,Action
240970,JRPG
240970,Fast-Paced
240970,Great Soundtrack
240970,Comedy
240970,Retro
240970,Action RPG
240970,Pixel Graphics
240970,Adventure
240970,Multiplayer
241240,Puzzle
241240,Indie
241240,Casual
241240,Physics
241240,Simulation
241240,Sandbox
241240,Level Editor
241240,Comedy
241240,2D
241240,Co-op
241240,Classic
241240,Singleplayer
241260,Detective
241260,Adventure
241260,Mystery
241260,Atmospheric
241260,Crime
241260,Puzzle
241260,Point &amp; Click
241260,Singleplayer
241260,Story Rich
241260,Historical
241260,Third Person
241260,Action
241260,Open World
241260,Choices Matter
241260,First-Person
241280,Action
241280,Indie
241280,Multiplayer
241280,Gore
241280,Medieval
241280,First-Person
241280,Third Person
241280,Ninja
241320,Adventure
241320,Indie
241320,Puzzle
241320,Female Protagonist
241320,Cute
241320,Comedy
241320,2D
241320,Exploration
241320,Funny
241320,Singleplayer
241320,Top-Down
241320,Short
241320,Action
241320,RPG
241364,Strategy
241364,Simulation
241368,Strategy
241368,Simulation
241369,Strategy
241369,Simulation
241369,Grand Strategy
241369,Historical
241370,Strategy
241370,Simulation
241371,Strategy
241371,Simulation
241372,Strategy
241372,Simulation
241373,Strategy
241373,Simulation
241410,Strategy
241410,Indie
241410,Action
241410,Tower Defense
241410,Fantasy
241410,Destruction
241410,Funny
241410,Co-op
241410,2D
241410,Singleplayer
241410,Local Multiplayer
241410,Multiplayer
241410,Local Co-Op
241430,Strategy
241430,Indie
241430,4X
241430,Space
241430,Turn-Based
241430,Sci-fi
241430,Turn-Based Strategy
241540,Zombies
241540,Survival
241540,Open World
241540,Action
241540,Post-apocalyptic
241540,RPG
241540,Third Person
241540,Singleplayer
241540,Sandbox
241540,Simulation
241540,Base-Building
241540,Exploration
241540,Adventure
241540,Horror
241540,Third-Person Shooter
241540,Multiplayer
241540,Survival Horror
241540,Atmospheric
241540,Indie
241540,Co-op
241560,Racing
241560,Open World
241560,Multiplayer
241560,Co-op
241560,Driving
241560,Massively Multiplayer
241560,America
241560,Offroad
241560,Action
241560,Atmospheric
241560,Online Co-Op
241560,Arcade
241560,Simulation
241560,Singleplayer
241560,First-Person
241560,Team-Based
241560,Sandbox
241560,Great Soundtrack
241560,RPG
241560,Family Friendly
241600,Rogue-like
241600,Platformer
241600,Indie
241600,Action
241600,Singleplayer
241600,2D
241600,Metroidvania
241600,RPG
241600,Rogue-lite
241600,Side Scroller
241600,Pixel Graphics
241600,Controller
241600,Fantasy
241600,Exploration
241600,Medieval
241600,Adventure
241600,Difficult
241600,Replay Value
241600,Procedural Generation
241600,Perma Death
241620,RPG
241620,Indie
241620,Isometric
241620,Dark Fantasy
241620,Singleplayer
241620,Fantasy
241620,Medieval
241620,Story Rich
241620,CRPG
241660,Audio Production
241660,Software Training
241680,Utilities
241720,Action
241720,Indie
241720,FPS
241720,Building
241720,Multiplayer
241720,Voxel
241720,Sandbox
241720,Shooter
241720,Co-op
241760,Action
241760,Indie
241760,Cyberpunk
241760,Co-op
241760,Online Co-Op
241760,Rogue-like
241760,Procedural Generation
241760,Female Protagonist
241760,Singleplayer
241760,Adventure
241760,Rogue-lite
241760,Top-Down
241790,Audio Production
241910,Adventure
241910,Point &amp; Click
241910,Comedy
241910,Indie
241910,Singleplayer
241910,Hand-drawn
241910,Puzzle
241910,Funny
241910,Dark Humor
241910,Story Rich
241930,Action
241930,Open World
241930,Adventure
241930,Fantasy
241930,Third Person
241930,Stealth
241930,RPG
241930,Singleplayer
241930,Action RPG
241930,Assassin
241930,Gore
241930,Parkour
241930,Atmospheric
241930,Hack and Slash
241930,Story Rich
241930,Magic
241930,Lore-Rich
241930,Dark Fantasy
241930,Based On A Novel
241930,Sandbox
241950,Indie
241951,Indie
241990,Strategy
241990,Turn-Based
241990,Fantasy
241990,4X
241990,Turn-Based Strategy
241990,RPG
241990,Tactical
241990,Singleplayer
241990,Indie
241990,Exploration
241990,Replay Value
241990,Moddable
241990,Grand Strategy
241990,Turn-Based Tactics
241990,Crafting
241990,Grid-Based Movement
241990,Loot
241990,Dragons
241990,Magic
241990,Sandbox
242050,Pirates
242050,Open World
242050,Action
242050,Adventure
242050,Assassin
242050,Third Person
242050,Stealth
242050,Naval
242050,Parkour
242050,Multiplayer
242050,Historical
242050,Story Rich
242050,Singleplayer
242050,Exploration
242050,Action-Adventure
242050,Atmospheric
242050,Mature
242050,RPG
242050,Sandbox
242050,Action RPG
242110,Racing
242110,Indie
242110,Action
242110,Casual
242110,Controller
242110,Score Attack
242110,Local Multiplayer
242110,Local Co-Op
242110,Platformer
242120,Action
242120,Indie
242120,Casual
242120,Racing
242130,Action
242130,Simulation
242130,Flight
242130,Indie
242130,Arcade
242130,Multiplayer
242130,Singleplayer
242270,Action
242270,Indie
242280,Racing
242280,Simulation
242280,Sports
242290,Simulation
242290,Racing
242290,Sports
242300,Action
242300,Indie
242300,Strategy
242310,Action
242310,Indie
242310,Strategy
242530,Action
242530,Retro
242530,Co-op
242530,Steampunk
242530,Classic
242530,Top-Down
242530,Shooter
