id,title,genre1,genre2,genre3,genre4
9850,Codename: Panzers - Cold War,Strategy
9870,Ghostbusters: The Videogame,Action
9880,Champions Online,Free to Play,Massively Multiplayer,RPG
9900,Star Trek Online,Free to Play,Massively Multiplayer,RPG
9908,Star Trek Online: Steam Starter Pack,Free to Play,Massively Multiplayer,RPG
9930,Test Drive Unlimited 2,Racing
9940,Blade Kitten,Action,Adventure
9960,Haunted House&acirc;&#132;&cent;,Adventure
9970,Star Raiders,Action
9980,The UnderGarden,Casual
9990,Ghostbusters: Sanctum of Slime,Action,Adventure
9992,Ghostbusters: Sanctum of Slime Challenge Pack DLC,Action,Adventure
10090,Call of Duty: World at War,Action
10110,Space Quest&trade; Collection,Adventure
10120,Aces of the Galaxy&trade;,Action,Casual
10130,TimeShift&acirc;&#132;&cent;,Action
10140,3D Ultra&acirc;&#132;&cent; Minigolf Adventures,Sports
10150,Prototype&acirc;&#132;&cent;,Action,Adventure
10180,Call of Duty&Acirc;&reg;: Modern Warfare&Acirc;&reg; 2,Action
10195,Call of Duty&Acirc;&reg;: Modern Warfare&Acirc;&reg; 2 Stimulus Package,Action
10196,Call of Duty&Acirc;&reg;: Modern Warfare&Acirc;&reg; 2 Resurgence Pack,Action
10220,Postal III,Action
10230,Dead Mountaineer's Hotel,Adventure
10240,A Stroke of Fate: Operation Valkyrie,Adventure
10250,PT Boats: Knights of the Sea,Simulation
10260,PT Boats: South Gambit,Simulation
10270,Disciples III: Reincarnation,RPG,Strategy
10460,The Club&acirc;&#132;&cent;,Action
10500,Empire: Total War&acirc;&#132;&cent;,Strategy
10520,Beijing 2008&trade; - The Official Video Game of the Olympic Games,Sports
10530,Space Siege,Action,RPG
10600,Empire: Total War&acirc;&#132;&cent; - Special Forces Units &amp; Bonus Content,Strategy
10604,Empire: Total War&acirc;&#132;&cent; - Elite Units of the West,Strategy
10606,Empire: Total War&acirc;&#132;&cent; - The Warpath Campaign,Strategy
10607,Empire: Total War&acirc;&#132;&cent; - Elite Units of America,Strategy
10608,Empire: Total War&acirc;&#132;&cent; - Elite Units of the East,Strategy
10680,Aliens vs. Predator&acirc;&#132;&cent;,Action
10695,Aliens vs. Predator Swarm Map Pack,Action
10697,Aliens vs Predator&acirc;&#132;&cent; Bughunt Map Pack,Action
